,author,title,desciption,url,source,content,pub_date,photo_url,text_combined,tokens,lemms
25,Alex Heath,Anthropic’s plan to win the AI race,"Anthropic is one of the worldâs leading AI model providers, especially in areas like coding. But its AI assistant, Claude, is nowhere near as popular as OpenAIâs ChatGPT. According to chief product officer Mike Krieger, Anthropic doesnât plan to win the…",https://www.theverge.com/command-line-newsletter/630037/anthropic-plan-win-ai-race-mike-krieger,The Verge,"Why CPO Mike Krieger thinks Anthropic can win without beating ChatGPT.
Why CPO Mike Krieger thinks Anthropic can win without beating ChatGPT.
Anthropic is one of the worlds leading AI model provide… [+13314 chars]",2025-03-14,https://platform.theverge.com/wp-content/uploads/sites/2/2025/03/Mike-Krieger-CL-site-wide.png?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,anthropic s plan to win the ai race anthropic is one of the world s leading ai model providers especially in areas like coding but its ai assistant claude is nowhere near as popular as openai s chatgpt according to chief product officer mike krieger anthropic doesn t plan to win the,anthropic plan win ai race anthropic one world leading ai model providers especially areas like coding ai assistant claude nowhere near popular openai chatgpt according chief product officer mike krieger anthropic plan win,anthropic plan win ai race anthropic one world leading ai model providers especially areas like coding ai assistant claude nowhere near popular openai chatgpt according chief product officer mike krieger anthropic plan win
26,Matthew Gault,Elon Fiddles While Tesla Dealerships Burn,Someone set fire to a Tesla dealership in Rome and destroyed 17 vehicles.,https://gizmodo.com/elon-fiddles-while-tesla-dealerships-burn-2000582885,Gizmodo.com,"A Tesla dealership in Rome caught fire over the weekend, leaving behind the burned out husks of 17 of the vehicles. Police in Italy are investigating the fire as an act of arson. While one of his dea… [+3017 chars]",2025-03-31,https://gizmodo.com/app/uploads/2025/03/TeslaBurns.jpg,elon fiddles while tesla dealerships burn someone set fire to a tesla dealership in rome and destroyed  vehicles,elon fiddles tesla dealerships burn someone set fire tesla dealership rome destroyed vehicles,elon fiddles tesla dealerships burn someone set fire tesla dealership rome destroyed vehicles
27,AJ Dellinger and Matt Novak,Crowds Turn Out Across the U.S. for ‘Tesla Takedown’ Protests,"Demonstrations against Elon Musk's political influence took place at Tesla dealerships in the U.S., Canada, and Europe.",https://gizmodo.com/crowds-turn-out-across-the-u-s-for-tesla-takedown-protests-2000582579,Gizmodo.com,"Hundreds of Tesla dealerships across the United States, Canada, and Europe saw protesters descend upon their lots on Saturday as part of a global day of action organized by the Tesla Takedown protest… [+4445 chars]",2025-03-29,https://gizmodo.com/app/uploads/2025/03/GettyImages-2206922352.jpg,crowds turn out across the u s for tesla takedown protests demonstrations against elon musk is political influence took place at tesla dealerships in the u s canada and europe,crowds turn across u tesla takedown protests demonstrations elon musk political influence took place tesla dealerships u canada europe,crowds turn across u tesla takedown protests demonstrations elon musk political influence took place tesla dealerships u canada europe
28,Matthew Gault,Tesla Hate Is Making Insurance More Expensive for Owners,"As stock slumps and Americans turn against the automaker, its owners are paying higher insurance premiums.",https://gizmodo.com/tesla-hate-is-making-insurance-more-expensive-for-owners-2000577467,Gizmodo.com,"Teslas are getting more expensive to insure thanks to the manufacturers sliding fortunes and reports of vandalism against the cars. There are few markets as pure, heartless, and single-minded as auto… [+3796 chars]",2025-03-18,https://gizmodo.com/app/uploads/2025/03/TeslaProtests.jpg,tesla hate is making insurance more expensive for owners as stock slumps and americans turn against the automaker its owners are paying higher insurance premiums,tesla hate making insurance expensive owners stock slumps americans turn automaker owners paying higher insurance premiums,tesla hate making insurance expensive owners stock slumps americans turn automaker owners paying higher insurance premiums
29,Matthew Gault,Lawmakers Demand Answers From Rubio Over the $400 Million Armored Tesla Contract,A Senator and a Congressman have sent letters to the Secretary of State demanding he answer questions about a scandal that probably doesn’t exist.,https://gizmodo.com/lawmakers-demand-answers-from-rubio-over-the-400-million-armored-tesla-contract-2000573841,Gizmodo.com,Politicians are pressing Secretary of State Marco Rubio to answer questions about a government contract for armored Teslas that never existed. Sen. Richard Blumenthal (D-NY) and Congressman Gregory M… [+6127 chars],2025-03-10,https://gizmodo.com/app/uploads/2022/04/f6565bafdba3fb884da94179c52f735e.jpg,lawmakers demand answers from rubio over the  million armored tesla contract a senator and a congressman have sent letters to the secretary of state demanding he answer questions about a scandal that probably doesn t exist,lawmakers demand answers rubio million armored tesla contract senator congressman sent letters secretary state demanding answer questions scandal probably exist,lawmakers demand answers rubio million armored tesla contract senator congressman sent letters secretary state demanding answer questions scandal probably exist
30,Matt Novak,Musk Plans to Give Trump Groups $100 Million After Tesla Ad at the White House,The billionaire oligarch effectively controls the federal government right now.,https://gizmodo.com/musk-plans-to-give-trump-groups-100-million-after-tesla-ad-at-the-white-house-2000575040,Gizmodo.com,"Elon Musk is planning to give $100 million to two political groups associated with President Donald Trump, according to a report from the New York Times. The move is unprecedented in American politic… [+5302 chars]",2025-03-12,https://gizmodo.com/app/uploads/2025/03/elon-musk-donald-trump-tesla-ad-white-house-flickr.jpg,musk plans to give trump groups  million after tesla ad at the white house the billionaire oligarch effectively controls the federal government right now,musk plans give trump groups million tesla ad white house billionaire oligarch effectively controls federal government right,musk plans give trump groups million tesla ad white house billionaire oligarch effectively controls federal government right
31,Thomas Maxwell,BYD Says It Can Now Charge An Electric Car In 5 Minutes,The Chinese automaker says it will start selling vehicles with the new battery system starting next month.,https://gizmodo.com/byd-says-it-can-now-charge-an-electric-car-in-5-minutes-2000577651,Gizmodo.com,"Chinese automaker BYD continues to leave Tesla in the dust. The company introduced a new battery system on Monday that it claims can charge an electric vehicle in just five minutes, about the same ti… [+3432 chars]",2025-03-18,https://gizmodo.com/app/uploads/2025/03/GettyImages-2204058346.jpg,byd says it can now charge an electric car in  minutes the chinese automaker says it will start selling vehicles with the new battery system starting next month,byd says charge electric car minutes chinese automaker says start selling vehicles new battery system starting next month,byd says charge electric car minutes chinese automaker says start selling vehicles new battery system starting next month
32,Lucas Ropek,"Canadian Officials Cancel $100 Million Starlink Contract, Propose 100% Tariffs on Teslas",Musk is in the firing line for Trump's pointless economic war on America's allies.,https://gizmodo.com/canadian-officials-cancel-100-million-starlink-contract-propose-100-tariffs-on-teslas-2000571699,Gizmodo.com,"President Donald Trump has unleashed economic warfare on two of America’s most closely aligned trading partners (and political allies): Mexico and Canada. On Tuesday, the Trump administration put int… [+2920 chars]",2025-03-05,https://gizmodo.com/app/uploads/2024/10/MuskLeaping.jpg,canadian officials cancel  million starlink contract propose  tariffs on teslas musk is in the firing line for trump is pointless economic war on america is allies,canadian officials cancel million starlink contract propose tariffs teslas musk firing line trump pointless economic war america allies,canadian officials cancel million starlink contract propose tariffs teslas musk firing line trump pointless economic war america allies
33,Matt Novak,Elon Musk Claims X Outage From ‘Massive Cyberattack’ Without Providing Evidence,The billionaire sees conspiracies everywhere these days.,https://gizmodo.com/elon-musk-claims-x-outage-from-massive-cyberattack-without-providing-evidence-2000573986,Gizmodo.com,"X, the social media platform formerly known as Twitter, has been suffering from outages all day Monday. And owner Elon Musk has finally said what’s behind it. Well, what he thinks is behind it. The b… [+4188 chars]",2025-03-10,https://gizmodo.com/app/uploads/2025/03/elon-musk-frown-face-GettyImages-2203703329-copy.jpg,elon musk claims x outage from massive cyberattack without providing evidence the billionaire sees conspiracies everywhere these days,elon musk claims x outage massive cyberattack without providing evidence billionaire sees conspiracies everywhere days,elon musk claims x outage massive cyberattack without providing evidence billionaire sees conspiracies everywhere days
34,Thomas Maxwell,China Delays BYD Factory in Mexico Over Concerns Tech Will Leak to American Rivals,Spiderman pointing at Spiderman meme.,https://gizmodo.com/china-delays-byd-factory-in-mexico-over-concerns-tech-will-leak-to-american-rivals-2000578281,Gizmodo.com,China is frequently a target of criticism over allegations that it does not innovate but instead exfiltrates intellectual property developed abroad and wins by undercutting rivals on price. Now that … [+3860 chars],2025-03-19,https://gizmodo.com/app/uploads/2025/03/GettyImages-2204851234.jpg,china delays byd factory in mexico over concerns tech will leak to american rivals spiderman pointing at spiderman meme,china delays byd factory mexico concerns tech leak american rivals spiderman pointing spiderman meme,china delays byd factory mexico concerns tech leak american rivals spiderman pointing spiderman meme
35,Matt Novak,DOGE Plans to Rewrite Entire Social Security Codebase in Just ‘a Few Months’: Report,"Details are scarce, but this has the potential to be a disaster.",https://gizmodo.com/doge-plans-to-rewrite-entire-social-security-codebase-in-just-a-few-months-report-2000582062,Gizmodo.com,"Elon Musk’s Department of Government Efficiency (DOGE) is planning to migrate the Social Security Administration’s computer systems from the COBOL programming language to something more modern, accor… [+7280 chars]",2025-03-28,https://gizmodo.com/app/uploads/2025/03/elon-musk-white-house-feb-11-2025-GettyImages-2198395928-copy.jpg,doge plans to rewrite entire social security codebase in just a few months report details are scarce but this has the potential to be a disaster,doge plans rewrite entire social security codebase months report details scarce potential disaster,doge plans rewrite entire social security codebase months report details scarce potential disaster
36,Thomas Maxwell,"‘Inferior’ Starlink Will Leave Rural Americans Worse Off, Says Ousted Federal Official","Starlink is cheap to deploy, but could leave rural Americans ""stranded"" with slower speeds and higher costs.",https://gizmodo.com/inferior-starlink-will-leave-rural-americans-worse-off-says-ousted-federal-official-2000576818,Gizmodo.com,The head of the Commerce Department’s ambitious plan to expand fiber internet access across rural America warned on Sunday that opening the door to SpaceX’s Starlink would leave rural Americans worse… [+4312 chars],2025-03-17,https://gizmodo.com/app/uploads/2024/05/8ca125da42e059f4ebb79e41090d2cce.jpg,inferior starlink will leave rural americans worse off says ousted federal official starlink is cheap to deploy but could leave rural americans stranded with slower speeds and higher costs,inferior starlink leave rural americans worse says ousted federal official starlink cheap deploy could leave rural americans stranded slower speeds higher costs,inferior starlink leave rural americans worse says ousted federal official starlink cheap deploy could leave rural americans stranded slower speeds higher costs
37,Lucas Ropek,Democrats Expected to Pass a Bill (Drafted by Elon’s Lawyers) That Threatens Your Retirement Fund,"It's not enough to ruin the federal government. Musk doesn't think corporations should have to play by state rules, either.",https://gizmodo.com/democrats-expected-to-pass-a-bill-drafted-by-elons-lawyers-that-threatens-your-retirement-fund-2000573901,Gizmodo.com,"Due to its highly lenient business laws, the state of Delaware has long been home to a majority of American corporations. However, that leniency is apparently not enough for the world’s richest man, … [+5046 chars]",2025-03-10,https://gizmodo.com/app/uploads/2025/03/Elon-Musk-on-Capitol-Hill.jpg,democrats expected to pass a bill drafted by elon s lawyers that threatens your retirement fund it is not enough to ruin the federal government musk does not think corporations should have to play by state rules either,democrats expected pass bill drafted elon lawyers threatens retirement fund enough ruin federal government musk think corporations play state rules either,democrats expected pass bill drafted elon lawyers threatens retirement fund enough ruin federal government musk think corporations play state rules either
38,Lucas Ropek,Senate Votes to Strip CFPB of Ability to Regulate Platforms Like X,"Conservative activist and friend of Donald Trump, Laura Loomer, is freaking out.",https://gizmodo.com/senate-votes-to-strip-cfpb-of-ability-to-regulate-platforms-like-x-2000572567,Gizmodo.com,"A key federal watchdog is being stripped of its power to oversee potential fraud and abuse in online payment platforms just as Elon Musk’s site, X, attempts to become one.
Late last year, the Consum… [+4301 chars]",2025-03-06,https://gizmodo.com/app/uploads/2024/12/elon-musk-dec-5-2024-capitol-hill.jpg,senate votes to strip cfpb of ability to regulate platforms like x conservative activist and friend of donald trump laura loomer is freaking out,senate votes strip cfpb ability regulate platforms like x conservative activist friend donald trump laura loomer freaking,senate votes strip cfpb ability regulate platforms like x conservative activist friend donald trump laura loomer freaking
39,AJ Dellinger,"Trump Backtracks on Tariffs, Exempts Automakers for Another Month",This all seems extremely well thought out and planned.,https://gizmodo.com/trump-backtracks-on-tariffs-exempts-automakers-for-another-month-2000572199,Gizmodo.com,It seemed inevitable from the moment Donald Trump announced his sweeping 25% tariffs on all imports from Mexico and Canada that the carveouts would come. One day into the attempt to inflict pain on s… [+2920 chars],2025-03-05,https://gizmodo.com/app/uploads/2025/03/GettyImages-2203287073.jpg,trump backtracks on tariffs exempts automakers for another month this all seems extremely well thought out and planned,trump backtracks tariffs exempts automakers another month seems extremely well thought planned,trump backtracks tariffs exempts automakers another month seems extremely well thought planned
40,Thomas Maxwell,United Gets FAA Approval for Starlink and Sets Date for Its Debut on Flights,The satellite internet service will be free to members of its UnitedPlus loyalty program.,https://gizmodo.com/united-gets-faa-approval-for-starlink-and-sets-date-for-its-debut-on-flights-2000583060,Gizmodo.com,seUnited Airlines has been approved to begin operating flights with onboard Starlink satellite internet service. The Federal Aviation Administration issued the airline a certificate to operate the se… [+3050 chars],2025-03-31,https://gizmodo.com/app/uploads/2024/09/UnitedAirlines.jpg,united gets faa approval for starlink and sets date for its debut on flights the satellite internet service will be free to members of its unitedplus loyalty program,united gets faa approval starlink sets date debut flights satellite internet service free members unitedplus loyalty program,united gets faa approval starlink sets date debut flights satellite internet service free members unitedplus loyalty program
41,Thomas Maxwell,National Park Summer Bookings Down Amid DOGE-Fueled Turmoil,Industry insiders say uncertainty around park access is causing travelers to hold off on bookings or cancel plans entirely.,https://gizmodo.com/national-park-summer-bookings-down-amid-doge-fueled-turmoil-2000579301,Gizmodo.com,"After recent years of overcrowding, this summer might be a good time to visit your favorite national park, and you can thank Elon Musk and Big Balls for that. Tourist reservations at key hot spots ar… [+4312 chars]",2025-03-22,https://gizmodo.com/app/uploads/2023/05/de952e4f1465864a1970d92453362e0e.jpg,national park summer bookings down amid doge fueled turmoil industry insiders say uncertainty around park access is causing travelers to hold off on bookings or cancel plans entirely,national park summer bookings amid doge fueled turmoil industry insiders say uncertainty around park access causing travelers hold bookings cancel plans entirely,national park summer bookings amid doge fueled turmoil industry insiders say uncertainty around park access causing travelers hold bookings cancel plans entirely
42,Lucas Ropek,The Delaware ‘Billionaire’s Bill’ That Just Passed Is Bad News for Everyone Who Isn’t a Billionaire,This is not good news.,https://gizmodo.com/the-delaware-billionaires-bill-that-just-passed-is-bad-news-for-everyone-who-isnt-a-billionaire-2000581308,Gizmodo.com,"A piece of legislation that was written by the law firm representing Elon Musk has been passed by the state of Delaware’s Democrat-controlled legislature. Critics maintain that the bill, which now on… [+3962 chars]",2025-03-27,https://gizmodo.com/app/uploads/2025/02/Elon-Musk-at-Donald-Trumps-presidential-inauguration-.jpg,the delaware billionaire s bill that just passed is bad news for everyone who isn t a billionaire this is not good news,delaware billionaire bill passed bad news everyone billionaire good news,delaware billionaire bill passed bad news everyone billionaire good news
43,Matt Novak,Elon Musk Declares Intention to Bribe Voters (Again) to Attack U.S. Judicial System,The billionaire got away with it last time. Why not now?,https://gizmodo.com/elon-musk-declares-intention-to-bribe-voters-again-to-attack-u-s-judicial-system-2000582289,Gizmodo.com,"Wisconsin voters will go to the polls next week to choose between candidates for the state’s Supreme Court. Elon Musk has spent $17 million so far to support the Republican-aligned candidate, accordi… [+4619 chars]",2025-03-28,https://gizmodo.com/app/uploads/2024/10/elon-musk-awkward-jump.jpg,elon musk declares intention to bribe voters again to attack u s judicial system the billionaire got away with it last time why not now,elon musk declares intention bribe voters attack u judicial system billionaire got away last time,elon musk declares intention bribe voters attack u judicial system billionaire got away last time
44,Matthew Gault,20 Plagues Y Combinator Unleashed on the World Over the Last 20 Years,"On the foundational startup incubator’s 20th birthday, let’s remember some of the worst things it’s done.",https://gizmodo.com/20-plagues-y-combinator-unleashed-on-the-world-over-the-last-20-years-2000574395,Gizmodo.com,"Today marks the 20th anniversary of Y Combinator, a startup accelerator that has fostered companies that have changed the world. YC has brought us innovations like making everything an app and horrif… [+11979 chars]",2025-03-11,https://gizmodo.com/app/uploads/2025/03/YCombinator.jpg,plagues y combinator unleashed on the world over the last  years on the foundational startup incubator s th birthday let s remember some of the worst things it s done,plagues combinator unleashed world last years foundational startup incubator th birthday let remember worst things done,plagues combinator unleashed world last years foundational startup incubator th birthday let remember worst things done
50,Juli Clover,Apple Maps EV Routing for Ford Vehicles Now Supports Tesla Chargers,"Ford Mustang Mach-E and Ford F-150 Lightning customers that use the Apple Maps EV Routing feature in CarPlay can now be automatically routed to EV chargers that use the North American Charging Standard (NACS), Ford announced today.





NACS chargers include …",https://www.macrumors.com/2025/03/10/ford-apple-maps-ev-routing-nacs/,MacRumors,Ford Mustang Mach-E and Ford F-150 Lightning customers that use the Apple Maps EV Routing feature in CarPlay can now be automatically routed to EV chargers that use the North American Charging Standa… [+1364 chars],2025-03-10,https://images.macrumors.com/t/kxFzpHSfCZum7oW8OdWnMK4z6I0=/2000x/article-new/2025/03/ford-nacs-ev-routing.jpg,apple maps ev routing for ford vehicles now supports tesla chargers ford mustang mach e and ford f  lightning customers that use the apple maps ev routing feature in carplay can now be automatically routed to ev chargers that use the north american charging standard nacs ford announced today nacs chargers include,apple maps ev routing ford vehicles supports tesla chargers ford mustang mach e ford f lightning customers use apple maps ev routing feature carplay automatically routed ev chargers use north american charging standard nacs ford announced today nacs chargers include,apple maps ev routing ford vehicles supports tesla chargers ford mustang mach e ford f lightning customers use apple maps ev routing feature carplay automatically routed ev chargers use north american charging standard nacs ford announced today nacs chargers include
51,Antuan Goodwin,Ford Tested Its Gen 2 NACS Adapter by Running It Over With an F-150,"Ford EV owners can now find Tesla Superchargers via Apple Maps, and they can charge more easily and reliably.",https://www.cnet.com/home/electric-vehicles/ford-tested-its-gen-2-nacs-adapter-by-running-it-over-with-an-f-150/,CNET,"It's been a year since Ford's EVs unlocked third-party access to Tesla's Supercharger network using complimentary NACS Fast Charging Adapters. This week, the automaker doubled down on its commitment … [+3011 chars]",2025-03-11,https://www.cnet.com/a/img/resize/47b801eff0cc1866181e267e6092ba70099bf2bb/hub/2025/03/11/702155f4-deb1-4e0a-a3cc-4f0ed636c0cc/ford-charging-adapter-testing-02.jpg?auto=webp&fit=crop&height=675&width=1200,ford tested its gen  nacs adapter by running it over with an f  ford ev owners can now find tesla superchargers via apple maps and they can charge more easily and reliably,ford tested gen nacs adapter running f ford ev owners find tesla superchargers via apple maps charge easily reliably,ford tested gen nacs adapter running f ford ev owners find tesla superchargers via apple maps charge easily reliably
52,Omar Gallaga,China's BYD Claims 5-Minute EV Battery Charge Gives 250 Miles of Range,An apparent battery breakthrough could be good news for the EV industry from a Chinese company that previously pledged to work with Tesla.,https://www.cnet.com/home/electric-vehicles/chinas-byd-claims-5-minute-ev-battery-charging-gives-250-miles-of-range/,CNET,"Chinese auto manufacturer BYD says it has developed technology that speeds up electric vehicle battery charging to as little as five minutes at 1,000 kilowatts, providing enough energy for nearly 250… [+684 chars]",2025-03-18,https://www.cnet.com/a/img/resize/f183835b97e257af64efb187474d782c5614fac4/hub/2025/03/18/448efd44-d3c0-426b-aad7-314fca5b446f/gettyimages-2153819146.jpg?auto=webp&fit=crop&height=675&width=1200,china is byd claims  minute ev battery charge gives  miles of range an apparent battery breakthrough could be good news for the ev industry from a chinese company that previously pledged to work with tesla,china byd claims minute ev battery charge gives miles range apparent battery breakthrough could good news ev industry chinese company previously pledged work tesla,china byd claims minute ev battery charge gives miles range apparent battery breakthrough could good news ev industry chinese company previously pledged work tesla
53,Jesse Orrall,"These Humanoid Robots Work Together, Running the Same AI","Figure, maker of the humanoid robot Figure 02, unveiled its new Helix AI in a video showing two robots working together to put away groceries.",https://www.cnet.com/tech/computing/humanoid-robots-working-together-running-the-same-ai/,CNET,Robot-maker Figure just unveiled new videos of its Figure 02 humanoid robots working together to put away groceries and sort packages on an assembly line. The two videos showcase skills made possible… [+2640 chars],2025-03-02,https://www.cnet.com/a/img/resize/98c3340d6a35944ad301797b41eba5bb8a0e560c/hub/2025/02/28/175fb8aa-e251-4a55-9c8f-07093168e8ff/figure-thumb-5.jpg?auto=webp&fit=crop&height=675&width=1200,these humanoid robots work together running the same ai figure maker of the humanoid robot figure  unveiled its new helix ai in a video showing two robots working together to put away groceries,humanoid robots work together running ai figure maker humanoid robot figure unveiled new helix ai video showing two robots working together put away groceries,humanoid robots work together running ai figure maker humanoid robot figure unveiled new helix ai video showing two robots working together put away groceries
54,Geoffrey Morrison,"Rivian Built an Oasis in the Desert, but Can You Adventure in an EV?",An outpost with fast charging and lots of cacti. A long day covering many miles. Welcome to the electric desert.,https://www.cnet.com/roadshow/news/rivian-built-an-oasis-in-the-desert-but-can-you-adventure-in-an-ev/,CNET,"Winter in the desert is a peculiar thing. Absent is the overwhelming force that sculpted everything you see: Bleached signs, cracked paneling, squat buildings that seem beaten down by a scorching vio… [+13333 chars]",2025-03-14,https://www.cnet.com/a/img/resize/d3f57065cf9445d30ff8faa3cffd0dd23fcde994/hub/2025/03/12/b6333154-6ef0-46db-92a2-6ca8280657b4/rivian-in-the-desert-7-of-18.jpg?auto=webp&fit=crop&height=675&width=1200,rivian built an oasis in the desert but can you adventure in an ev an outpost with fast charging and lots of cacti a long day covering many miles welcome to the electric desert,rivian built oasis desert adventure ev outpost fast charging lots cacti long day covering many miles welcome electric desert,rivian built oasis desert adventure ev outpost fast charging lots cacti long day covering many miles welcome electric desert
55,jsor@businessinsider.com (Jennifer Sor),One of Tesla's biggest bulls is undeterred and calling for the stock to rally 800% over 5 years,"Cathie Wood, a longtime Tesla bull, is bullish on a low cost Tesla model, as well as the company's coming robotaxi project due to launch this year.",https://www.businessinsider.com/tesla-stock-price-prediction-tsla-cathie-wood-elon-musk-robotaxi-2025-3,Business Insider,"Cathie Wood, one of Tesla's biggest cheerleaders on Wall Street, said she's sticking to her call that the carmaker will see its stock soar more than 800% by the end of the decade.
Speaking to Bloomb… [+2891 chars]",2025-03-25,https://i.insider.com/67e2a3e1b8b41a9673fb9aca?width=1200&format=jpeg,one of tesla is biggest bulls is undeterred and calling for the stock to rally  over  years cathie wood a longtime tesla bull is bullish on a low cost tesla model as well as the company is coming robotaxi project due to launch this year,one tesla biggest bulls undeterred calling stock rally years cathie wood longtime tesla bull bullish low cost tesla model well company coming robotaxi project due launch year,one tesla biggest bulls undeterred calling stock rally years cathie wood longtime tesla bull bullish low cost tesla model well company coming robotaxi project due launch year
56,aaltchek@insider.com (Ana Altchek),It's crunch time for Tesla,"Tesla's lower-cost vehicle is supposed to begin production by June at the latest. Analysts tell BI the launch is ""crucial"" and a ""necessity.""",https://www.businessinsider.com/tesla-low-cost-cheaper-car-production-deadline-2025-3,Business Insider,"Time is ticking for Tesla's promised lower-cost vehicle.
The electric car giant said in its most recent earnings call earlier this year that production for the long-awaited ""more affordable"" Tesla w… [+3181 chars]",2025-03-11,https://i.insider.com/67cf5fc7b8b41a9673fa3983?width=1200&format=jpeg,it is crunch time for tesla tesla is lower cost vehicle is supposed to begin production by june at the latest analysts tell bi the launch is crucial and a necessity,crunch time tesla tesla lower cost vehicle supposed begin production june latest analysts tell bi launch crucial necessity,crunch time tesla tesla lower cost vehicle supposed begin production june latest analysts tell bi launch crucial necessity
57,gkay@businessinsider.com (Grace Kay),Inside xAI's organizational chart: Who's in charge at Elon Musk's company,"The ranks include Elon Musk's home office manager, his son, and former Tesla and Google engineers.",https://www.businessinsider.com/xai-org-chart-employees-elon-musk-direct-reports-2025-3,Business Insider,"At xAI, Elon Musk has marshaled a workforce that has ballooned by more than 1,000 employees in less than two years as he goes head-to-head with rivals OpenAI and Google.
Business Insider reviewed th… [+5851 chars]",2025-03-12,https://i.insider.com/67c0e258b1834fe31165bc89?width=1200&format=jpeg,inside xai is organizational chart who is in charge at elon musk is company the ranks include elon musk is home office manager his son and former tesla and google engineers,inside xai organizational chart charge elon musk company ranks include elon musk home office manager son former tesla google engineers,inside xai organizational chart charge elon musk company ranks include elon musk home office manager son former tesla google engineers
58,aaltchek@insider.com (Ana Altchek),6 falling Tesla sales numbers that should worry Elon Musk,Elon Musk told investors to expect Tesla sales to grow this year. Plummeting sales in multiple countries complicates that goal.,https://www.businessinsider.com/tesla-falling-sales-numbers-should-worry-elon-musk-2025-3,Business Insider,"Elon Musk told investors to expect Tesla sales to grow this year but plummeting sales in multiple countries around the world are complicating that goal.
While Tesla's Model Y continues to be a top s… [+2634 chars]",2025-03-05,https://i.insider.com/67c8610269253ccddf985103?width=1200&format=jpeg,falling tesla sales numbers that should worry elon musk elon musk told investors to expect tesla sales to grow this year plummeting sales in multiple countries complicates that goal,falling tesla sales numbers worry elon musk elon musk told investors expect tesla sales grow year plummeting sales multiple countries complicates goal,falling tesla sales numbers worry elon musk elon musk told investors expect tesla sales grow year plummeting sales multiple countries complicates goal
59,sjackson@insider.com (Sarah Jackson),Sen. Mark Kelly is looking into selling his Tesla over Elon Musk. Other big names have already pulled the trigger.,"""It's kind of cheaply built on the inside, but I love the performance,"" the Arizona Senator told reporters this week about his Tesla.",https://www.businessinsider.com/celebrities-politicians-who-sold-tesla-over-elon-musk-trump,Business Insider,"Sen. Mark Kelly might become the latest big name to get rid of his Tesla over Elon Musk's politics.
The Arizona Democrat told reporters on Tuesday that he's ""looking into"" selling his Tesla, though … [+424 chars]",2025-03-12,https://i.insider.com/67d1c696b8b41a9673fa6cb8?width=1200&format=jpeg,sen mark kelly is looking into selling his tesla over elon musk other big names have already pulled the trigger it is kind of cheaply built on the inside but i love the performance the arizona senator told reporters this week about his tesla,sen mark kelly looking selling tesla elon musk big names already pulled trigger kind cheaply built inside love performance arizona senator told reporters week tesla,sen mark kelly looking selling tesla elon musk big names already pulled trigger kind cheaply built inside love performance arizona senator told reporters week tesla
60,aaltchek@insider.com (Ana Altchek),Ron Baron's firm sold some Tesla shares — but he plans to keep his,"Investor Ron Baron said his firm trimmed its Tesla stake because he has to ""deal with the critiques of my clientele for how large the positions are.""",https://www.businessinsider.com/baron-capital-sells-some-tesla-stock-shares-2025-3,Business Insider,"Ron Baron said his asset management firm Baron Capital sold Tesla shares last month after concerns that its position was becoming too large.
""Everyone, you know, has to deal with certain clientele,""… [+2643 chars]",2025-03-11,https://i.insider.com/67d048f8585f1dff88b1c18f?width=1200&format=jpeg,ron baron is firm sold some tesla shares but he plans to keep his investor ron baron said his firm trimmed its tesla stake because he has to deal with the critiques of my clientele for how large the positions are,ron baron firm sold tesla shares plans keep investor ron baron said firm trimmed tesla stake deal critiques clientele large positions,ron baron firm sold tesla shares plans keep investor ron baron said firm trimmed tesla stake deal critiques clientele large positions
61,jzinkula@insider.com (Jacob Zinkula),Uber and Lyft drivers with Teslas don't want to talk about Elon Musk,Uber and Lyft drivers with Teslas reveal how they handle passenger questions about Elon Musk to preserve tips in a competitive gig economy.,https://www.businessinsider.com/tesla-elon-musk-uber-lyft-drivers-avoid-talking-politics-passengers-2025-3,Business Insider,"Some Uber and Lyft drivers with Teslas don't want to talk with riders about Elon Musk but they'll play along because it's good for business.
Wesley Johnson said his passengers regularly mention Musk… [+3809 chars]",2025-03-07,https://i.insider.com/67c8c7c669253ccddf98689a?width=1200&format=jpeg,uber and lyft drivers with teslas do not want to talk about elon musk uber and lyft drivers with teslas reveal how they handle passenger questions about elon musk to preserve tips in a competitive gig economy,uber lyft drivers teslas want talk elon musk uber lyft drivers teslas reveal handle passenger questions elon musk preserve tips competitive gig economy,uber lyft drivers teslas want talk elon musk uber lyft drivers teslas reveal handle passenger questions elon musk preserve tips competitive gig economy
62,mfox@businessinsider.com (Matthew Fox),Here are the market's biggest losers from Trump's fresh auto tariffs,"JPMorgan analyst Ryan Brinkman called the tariffs ""draconian"" and lowered the bank's price targets for General Motors, Ford, and Ferrari as a result.",https://www.businessinsider.com/auto-tariffs-stocks-biggest-losers-trump-trade-war-ford-gm-2025-3,Business Insider,"President Donald Trump announced a 25% tariff rate on all imported vehicles on Wednesday, and investors are spooked. 
Most auto stocks moved lower on Thursday in reaction to the tariffs, with variou… [+2212 chars]",2025-03-27,https://i.insider.com/67e55770b8b41a9673fbd85c?width=1200&format=jpeg,here are the market is biggest losers from trump is fresh auto tariffs jpmorgan analyst ryan brinkman called the tariffs draconian and lowered the bank is price targets for general motors ford and ferrari as a result,market biggest losers trump fresh auto tariffs jpmorgan analyst ryan brinkman called tariffs draconian lowered bank price targets general motors ford ferrari result,market biggest losers trump fresh auto tariffs jpmorgan analyst ryan brinkman called tariffs draconian lowered bank price targets general motors ford ferrari result
